 # mean_posi     mean_energy     mean_weight
   1.1895334003815237        4.7774503655384235        3.8937519107554414E-002
   1.2003309749081825        4.8213165678354146        3.8273898201484129E-002
   1.1972045482468623        4.8056161862472058        3.8295927089912758E-002
   1.2044412608202271        4.8386129116592880        3.8303846345173698E-002
   1.2092548401403749        4.8561651345781627        3.8191535275919321E-002
   1.1939169845795063        4.7923085983800098        3.8482216224977731E-002
   1.1924819591481799        4.7867112148282294        3.8688927387559330E-002
   1.1908380647808579        4.7816501793741102        3.8846066579182707E-002
   1.2011723034395572        4.8224702097978405        3.8999886515141031E-002
   1.1941863157522681        4.7952690138175083        3.8442213031658859E-002
   1.1899496363487092        4.7784487229034420        3.8932638091737408E-002
   1.1863046240706645        4.7609373420394911        3.9101999756003245E-002
   1.1968827510918150        4.8072977809010835        3.8962742264613971E-002
   1.2008396805460457        4.8252862314010256        3.8694689233653275E-002
   1.1905850199083117        4.7799675650775262        3.8320723223463117E-002
   1.1980057687484365        4.8083388564892227        3.8772078288784408E-002
   1.1951686144260405        4.7991205868869615        3.7980648134176419E-002
   1.1928810871595823        4.7889944867679741        3.9235452590216630E-002
   1.2067731614486545        4.8446688464873642        3.8382579499608743E-002
   1.2076521460586047        4.8505424211861605        3.7834548849807928E-002
   1.1910980644038980        4.7843120020532179        3.7798458656618947E-002
   1.1990966159047574        4.8155311859648533        3.8659102631136782E-002
   1.1970079183715372        4.8092548683033662        3.8242694195773363E-002
   1.2063243190962682        4.8444586552767914        3.7938290964261448E-002
   1.1856780841618941        4.7592657685847977        3.8400415019980531E-002
   1.2051486914508078        4.8406509128317623        3.9088862829814983E-002
   1.1896889286055112        4.7753296860055379        3.8950051701887374E-002
   1.2019268425567819        4.8272993938484259        3.8349445565896367E-002
   1.1930321857938466        4.7884287652528830        3.8117761910435130E-002
   1.2017924121674972        4.8255264220426310        3.8181058075598552E-002
   1.1902798555919145        4.7767832508407979        3.8092428253102280E-002
   1.1969528180511848        4.8035761563687744        3.9369728491983641E-002
   1.2006717588983904        4.8211125955001304        3.8480138991371197E-002
   1.1956562023936854        4.8001141207458744        3.8799866882478155E-002
   1.2007373447294802        4.8216773487137896        3.8079554537257983E-002
   1.1991898747850791        4.8147669855414721        3.8773736509834261E-002
   1.1991897437057628        4.8163545912124501        3.8655451904836713E-002
   1.2050437894994077        4.8416976145355699        3.7702913497096889E-002
   1.1951016484887287        4.7973694223350707        3.7918409991912330E-002
   1.1984727492854501        4.8138164854454715        3.8495820085221837E-002
   1.1938555530113091        4.7918041140487464        3.9037508140082798E-002
   1.2062294429000304        4.8433878665128089        3.8144336015972960E-002
   1.1926549651383855        4.7907187002654306        3.8003372686783138E-002
   1.1994754715760898        4.8172713769670423        3.8726724167279333E-002
   1.1915212296862778        4.7832411266626940        3.8392172651765977E-002
   1.1961850933037705        4.8016120279689378        3.9362277818775833E-002
   1.1923752289912841        4.7875392811168211        3.8460448121671716E-002
   1.1902709314634647        4.7787619933101171        3.8408960336320241E-002
   1.1975721978047920        4.8078260976850711        3.8210664360570148E-002
   1.2020271282102395        4.8276622474759492        3.8003909720584206E-002
   1.2005702424363702        4.8201605790483919        3.8577910664530375E-002
   1.1965400800636914        4.8048536129387545        3.7973500214051943E-002
   1.1893954749565196        4.7741957125790018        3.8753023196318973E-002
   1.1969924684586180        4.8055424687909607        3.8318328140612624E-002
   1.1924875755638451        4.7873766937701161        3.8071641685426413E-002
   1.1960436270922925        4.8005630512738948        3.8710974388801722E-002
   1.1944800292785065        4.7957129147019977        3.8782813221489437E-002
   1.1930541478276351        4.7892744062536305        3.8384200199305510E-002
   1.2044109625113866        4.8360393169965192        3.8749480029445102E-002
   1.1904214050265030        4.7804884620099068        3.8892806852527162E-002
   1.1827760293520833        4.7479449410327588        3.9363038378636105E-002
   1.2055832480986954        4.8431438559822713        3.8972672126723951E-002
   1.1992937148189395        4.8162524444019459        3.7752478951659042E-002
   1.1924438182007464        4.7868335796379045        3.8625841196137579E-002
   1.1952433311868262        4.7997181067075276        3.8340145411711157E-002
   1.1907831578140697        4.7795192876990136        3.8861214121105943E-002
   1.1903918834518534        4.7772985890020978        3.9016024160004888E-002
   1.1859009618491858        4.7626980196878943        3.8815656334887171E-002
   1.1980545274020804        4.8112195786884229        3.8886223752714728E-002
   1.1962554180525851        4.8027573159034569        3.8400491711513135E-002
   1.2048578501009848        4.8387391363376500        3.8482078601085837E-002
   1.2014563126780116        4.8265351649072832        3.8842703559879781E-002
   1.1933117746746789        4.7905714317418395        3.8156276551855460E-002
   1.1909293249857413        4.7827868959072548        3.8804362972757807E-002
   1.1909892361705927        4.7810236816663547        3.8873774759119427E-002
   1.1963441191568034        4.8037418231091209        3.8680982700061262E-002
   1.2040640468505561        4.8359364148378923        3.8043480184587954E-002
   1.1961787341931776        4.8040700569889543        3.8595280380673731E-002
   1.1956055265333474        4.7985377074333462        3.8846949571776125E-002
   1.1885331696439183        4.7725439087434260        3.8379315711738436E-002
   1.1974673708081853        4.8076278967680492        3.8720922977441105E-002
   1.2005930836422087        4.8195237321953979        3.8848552498988297E-002
   1.2024445860290851        4.8278729473310777        3.8584213332463875E-002
   1.1996714859196638        4.8184279427938108        3.8643699838349872E-002
   1.2003260522022274        4.8213822741665462        3.8483862694563463E-002
   1.2068351889539550        4.8470806493461067        3.8214635260411495E-002
   1.2014861847251468        4.8244447900328655        3.8138374303248665E-002
   1.2032415859114192        4.8329511070492774        3.8006411226781910E-002
   1.1841389570953249        4.7537356675591500        3.8527680968078661E-002
   1.2040085218562471        4.8340623287089279        3.8711885422220579E-002
   1.2037901665290849        4.8333770611987577        3.8306702938928947E-002
   1.1968269759245069        4.8041433774847704        3.8415755621630007E-002
   1.1945559074175507        4.7962695425966002        3.7597036020459107E-002
   1.1925108690486468        4.7880980613458171        3.8770264029672638E-002
   1.1937022442028045        4.7931638513102435        3.8744986584681028E-002
   1.1937598888584682        4.7918704575259561        3.8996324036957263E-002
   1.1939598223767141        4.7931618886406619        3.8834250077334334E-002
   1.1925542824889883        4.7858408486778803        3.8885106212097627E-002
   1.1933293141544676        4.7915896671288012        3.9217117592760892E-002
   1.1926328503837620        4.7878732638197414        3.9200102447024002E-002
   1.1910626689478170        4.7812952591106557        3.9529101282969714E-002
   1.1951107821268645        4.7986753111939171        3.8960100059744783E-002
   1.1935423913958767        4.7909184985063824        3.8661221800536341E-002
   1.2016304308723746        4.8237694142470726        3.8656994386544644E-002
   1.1990071642482336        4.8134165124220019        3.7868904603201622E-002
   1.2053134351503743        4.8399509571307027        3.8853178642753644E-002
   1.2022319241527051        4.8285121917470955        3.8119974022350067E-002
   1.1938235988022363        4.7922513280426795        3.8331296758891069E-002
   1.1991840158620917        4.8166993450247375        3.8420088290764584E-002
   1.2041687755997923        4.8358439678504173        3.8330599622406279E-002
   1.2074738176062931        4.8505507116397082        3.8195405792027848E-002
   1.1827231500466231        4.7494794798709652        3.8440607415324783E-002
   1.1970959008370694        4.8059742955309757        3.9138697386893594E-002
   1.1903730051146599        4.7783059733334756        3.8588114251994279E-002
   1.2131366474965180        4.8738810082780066        3.8193462067689532E-002
   1.1924875295738413        4.7869867410877944        3.8530826332133179E-002
   1.1945404647660953        4.7966928228634504        3.8724399957773506E-002
   1.1959814140141947        4.8034049414438185        3.9347030899922676E-002
   1.1969132198162051        4.8047813385673965        3.8217163972711202E-002
   1.1843149512060662        4.7545158284861468        3.8694119697138325E-002
   1.1889424727165629        4.7745312263726207        3.8812357672896813E-002
   1.2077290278612978        4.8499477595317435        3.9090421744604635E-002
   1.1947607116178049        4.7973708513710260        3.8394438846717359E-002
   1.1940272031744759        4.7930437730541815        3.9078043834535552E-002
   1.1887839143891636        4.7734745508016347        3.9132889295587510E-002
   1.1967540794134874        4.8037520193478427        3.8765580650172167E-002
   1.1948222672345974        4.7963435437183026        3.8667145579976830E-002
   1.1936305973195678        4.7914195412579321        3.9062251263814511E-002
   1.1972847857331193        4.8066772926091081        3.8793675110540826E-002
   1.2012239540667939        4.8220800497540823        3.8502445543673824E-002
   1.1967148108836001        4.8051184866616641        3.8360005535746096E-002
   1.2070088729992181        4.8465853927159284        3.8901863377687085E-002
   1.1820904802100409        4.7436805990160673        3.8623667958734870E-002
   1.1923929366207906        4.7886749485942266        3.9180839411705068E-002
   1.2028644652018059        4.8301432894063563        3.8495369882252273E-002
   1.1981483691927868        4.8126994664226341        3.7709587007856371E-002
   1.1995183623671761        4.8190138109581540        3.8746473096537615E-002
   1.1934446926970614        4.7898385400362065        3.8665598606112746E-002
   1.1967339301270867        4.8026916295708233        3.8503104215204767E-002
   1.2044483084314135        4.8375862662536830        3.7809683009991192E-002
   1.1976214977826209        4.8081606886986412        3.7966549919961748E-002
   1.1949862899366195        4.7981845523881139        3.8964703441183170E-002
   1.1936379893099076        4.7913785324929998        3.8147763588192912E-002
   1.1997421550219094        4.8180113500902539        3.8666810946563289E-002
   1.1952438720249632        4.7985296158390343        3.8671580603242134E-002
   1.1961481219473393        4.8042248693644050        3.9127403378044143E-002
   1.1948476563928079        4.7977241104028385        3.8490367069545853E-002
   1.1973632162060563        4.8072823085471104        3.8579530975692646E-002
   1.2026875598148736        4.8281436546327274        3.8444380742951527E-002
   1.1920408549637105        4.7860003721790774        3.7869387007000425E-002
   1.1847261511027865        4.7554146003297193        3.9610448513611882E-002
   1.1906661983483071        4.7798941284057701        3.9537718688633330E-002
   1.1960058396660500        4.8007048680104072        3.8617360320681693E-002
   1.1937680298945579        4.7923223073720953        3.8583946991966767E-002
   1.2026546204203434        4.8282229002876917        3.8422161099745188E-002
   1.1919722081201729        4.7867969082851394        3.8304772295849374E-002
   1.2031444052801272        4.8301401348199571        3.8876696339793945E-002
   1.1926978540917352        4.7867917925215302        3.8575131774180475E-002
   1.1999395939115045        4.8190951986442574        3.8346183342728338E-002
   1.2001597534319339        4.8175349195586392        3.8064084301864906E-002
   1.1869379797301276        4.7648397511113068        3.8742163833969265E-002
   1.1937408321704652        4.7924836961078441        3.9443792112345548E-002
   1.1955485362939695        4.8001290012112525        3.8725895251775257E-002
   1.1934502160831995        4.7911880567423157        3.8930167519977417E-002
   1.2025143463957531        4.8286543546315546        3.8755461463611682E-002
   1.1953641854741091        4.7986687609200596        3.8442834853928562E-002
   1.1973986032176263        4.8087896504348064        3.8526799776003380E-002
   1.1942013726995577        4.7955695946643075        3.8213819314897673E-002
   1.1907585083964396        4.7819040610755472        3.8539324495138486E-002
   1.1910274395643696        4.7824618463804338        3.8748452443486230E-002
   1.1988382130544872        4.8148791679232872        3.9092838910115557E-002
   1.1961050884864142        4.8049381350682667        3.8530198195050845E-002
   1.2017828786306273        4.8264095259652562        3.8596314426062185E-002
   1.2013995451101149        4.8232654398968950        3.8454603940836649E-002
   1.1997626427060508        4.8167984642565012        3.8135143359575664E-002
   1.1843855021870133        4.7541698740212537        3.8544047166568417E-002
   1.1962653812207518        4.8028633175479269        3.8702786040523775E-002
   1.1950237100274268        4.7967370746457716        3.8779544148240863E-002
   1.2090131421344741        4.8538189757184123        3.8672500833768206E-002
   1.1966543827339051        4.8036056037231534        3.8071260309004575E-002
   1.1995334575369603        4.8167653560035237        3.8291213290883454E-002
   1.1966676398288516        4.8056154276304328        3.8192685808616907E-002
   1.1830499163428048        4.7503123846385327        3.9122090816995241E-002
   1.1909004724235601        4.7804284798821008        3.8996120860716112E-002
   1.1979411783050382        4.8094745184006085        3.8753162602134301E-002
   1.2072833184802383        4.8465877764164285        3.8372367909418899E-002
   1.1873516411471305        4.7673923926283575        3.8586263662368649E-002
   1.1976621867532578        4.8073153462484237        3.8828912650566073E-002
   1.1986440812530443        4.8135219699572875        3.8573222699860535E-002
   1.1980075739008289        4.8079217217577055        3.8597390319885988E-002
   1.1945580765460106        4.7964436490860907        3.8645645119180505E-002
   1.1950603418268673        4.7981310676176294        3.9029193067316829E-002
   1.1932648594851700        4.7913899773052275        3.8779791906509944E-002
   1.2032107330511181        4.8297428012254731        3.9020213000102083E-002
   1.2016992777197415        4.8265628408481076        3.8532125507217553E-002
   1.1995232979088908        4.8146962457955800        3.8684924149121086E-002
   1.1880662393968271        4.7696714249971190        3.8978687869638415E-002
   1.1904954605372082        4.7815570201225235        3.8998058587240744E-002
   1.2012789074250287        4.8230175463600800        3.8656442134919214E-002
   1.1946689039409282        4.7974033369661155        3.7998863697713298E-002
   1.1877573807719735        4.7691762901243200        3.9021189706740574E-002
   1.1975988216983040        4.8094720447606445        3.8573750072295493E-002
   1.1965072352690682        4.8052928842536113        3.8712954548498671E-002
   1.2082047153430340        4.8521645060145628        3.8681087760574009E-002
   1.1947068104379468        4.7971251987424210        3.8686116072192273E-002
   1.1959994011779509        4.8013636323564342        3.8779187839241835E-002
   1.2000870794459406        4.8194074264294908        3.9189992050826274E-002
   1.1838484063182095        4.7521853144152022        3.8531966085801950E-002
   1.1921676417441951        4.7873819273374325        3.9008165211269583E-002
   1.1970519036352107        4.8058722833782026        3.8829602240109597E-002
   1.2020097198595769        4.8259430089989470        3.7992042876011725E-002
   1.1992420851473833        4.8143301170449151        3.8150014382706349E-002
   1.2075315108110609        4.8498257160026146        3.7981380172765769E-002
   1.1813362953242277        4.7423182456571649        3.8459139717165913E-002
   1.2040398268568442        4.8337406700967893        3.8490057185101401E-002
   1.2002340209573681        4.8197583634014256        3.7787266876810735E-002
   1.1983672256992273        4.8123177313939802        3.8527398397044450E-002
   1.1946479099925766        4.7956753346998724        3.8095457940457468E-002
   1.1788513914338514        4.7303497439825701        3.8985215878485545E-002
   1.2028554359214139        4.8307472440288750        3.8662590268785456E-002
   1.1993988085392693        4.8158244855579388        3.8849859229414599E-002
   1.1932590160189467        4.7914235958447184        3.8263399585098050E-002
   1.2087197453637442        4.8554065321819104        3.8513953669144542E-002
   1.2019867190126263        4.8259347084071891        3.8559715206812430E-002
   1.1964619020027882        4.8036131824390438        3.8475657729478648E-002
   1.1888062643018817        4.7705130164334495        3.8474784906817890E-002
   1.1938542674529862        4.7937949437467218        3.9256889535420413E-002
   1.1883570487659179        4.7723295871277092        3.8668403877522073E-002
   1.1959889888079616        4.8027184217814884        3.9183193151604567E-002
   1.1994446145519710        4.8147648572257697        3.8325095243712880E-002
   1.2051175222649941        4.8387329097856089        3.8237376985001625E-002
   1.2015233288040070        4.8252665915249757        3.7623387273007937E-002
   1.1968690731936789        4.8048344483258330        3.8032711610468346E-002
   1.1964565516045411        4.8038869822856602        3.8491725987800089E-002
   1.1935594118677839        4.7909054343589670        3.8760656728767211E-002
   1.1849982554483409        4.7566044077637457        3.8785906661964131E-002
   1.2034672054573825        4.8344852353143635        3.8875887768282463E-002
   1.1953930601383220        4.7985831826705043        3.8259972021813068E-002
   1.2151443259828527        4.8804699024937426        3.8044242806188094E-002
   1.1966877761273333        4.8057809908147862        3.7888291877146145E-002
   1.1988824874817618        4.8127061972092537        3.8476920249017194E-002
   1.1986404562867403        4.8114939874164397        3.8441321242381567E-002
   1.2038313491115820        4.8346856084044907        3.8244575631051742E-002
   1.1959069555368087        4.7995884590710638        3.8699436356278892E-002
   1.1954426536216223        4.8019155735166690        3.8120963870255126E-002
   1.1943080148171672        4.7957378845949954        3.8345303465727329E-002
   1.1978505741913716        4.8106303149646523        3.8522354817098516E-002
   1.1907161500764738        4.7787460964650972        3.9246059319997355E-002
   1.1969069285283884        4.8066709904615914        3.8946438195872561E-002
   1.1940096183206665        4.7934523142391070        3.8424735598931246E-002
   1.1877837744477178        4.7695892814281731        3.8669640026173506E-002
   1.1900161933154549        4.7746387767565723        3.9199853088955718E-002
   1.2027861810923517        4.8272539801012906        3.8609586859410593E-002
   1.1896598614082863        4.7771844239368839        3.8104260668534201E-002
   1.1970407923273667        4.8045412128922464        3.9699812061099057E-002
   1.1946661760526376        4.7958953804975515        3.8687412158095943E-002
   1.1921034380284810        4.7862681373953180        3.8862170983005685E-002
   1.2050363783844000        4.8376716164827114        3.8645451243639009E-002
   1.1954355089283979        4.8000378058997342        3.8652200392522575E-002
   1.1901415211083006        4.7774398990789750        3.8682327709924635E-002
   1.1964831660140243        4.8060913159004128        3.8471377689571165E-002
   1.1934421553917360        4.7894653840250605        3.8910167538625612E-002
   1.1842162736007398        4.7537500036401212        3.8901605098407822E-002
   1.1860997733148340        4.7614430733778335        3.8955334425550166E-002
   1.1961981963341266        4.8041647034326891        3.9343321516447705E-002
   1.1814975375541901        4.7446095007854794        3.9382658577420897E-002
   1.2118141867397827        4.8646956434686617        3.9197787247349285E-002
   1.1914681145195958        4.7846043439131831        3.8022751699858040E-002
   1.1980656954694460        4.8102877005287619        3.8729957060830059E-002
   1.1980252618954317        4.8128301228913104        3.8545315796226831E-002
   1.2030181072546469        4.8309938909991503        3.8323006976164121E-002
   1.1952287122907439        4.8001457244040200        3.8586098959248361E-002
   1.1944892827336828        4.7945183360579184        3.8987048481857821E-002
   1.1988878846981517        4.8137637465090126        3.8748805221042439E-002
   1.1957552068162223        4.7997029351979146        3.8507430099847299E-002
   1.2041651095957178        4.8348292942910351        3.8071178517384473E-002
   1.1965776049057026        4.8056437832736387        3.8114967645203300E-002
   1.2013576890966180        4.8230695788174058        3.8240590478056849E-002
   1.1835708058864285        4.7525780357837633        3.8613985033557910E-002
   1.1906819200400491        4.7808445434638234        3.8742270871461676E-002
   1.2003286029948339        4.8193615187789947        3.8583635185143045E-002
   1.1971138041717251        4.8075529281457028        3.8137008028412009E-002
   1.1899212782663613        4.7769990846673025        3.8996930622498580E-002
   1.1911139424518049        4.7823187339967577        3.9137055567383686E-002
   1.2028075712948261        4.8288732749215670        3.8805068205535011E-002
   1.1955544749783713        4.8012604805061514        3.8504469946245463E-002
   1.1912700135307843        4.7827626063609268        3.9045117575316070E-002
   1.1870459425879125        4.7641358741283586        3.9195788926616924E-002
   1.2019841388694501        4.8295764928542688        3.8292919132174578E-002
   1.2002616399082855        4.8217150990758348        3.8026180783373977E-002
   1.1894963965412704        4.7749461485808133        3.8745831138621165E-002
   1.2036834275943349        4.8346798816979346        3.8194217900809797E-002
   1.1945694159768543        4.7972600089065169        3.8145184030936301E-002
   1.1939591851975346        4.7946781925160362        3.8380178262186065E-002
   1.2043765556734851        4.8373486432953703        3.8720983930391230E-002
   1.2061285699512332        4.8445799524698403        3.7809303366940543E-002
   1.2028411702578878        4.8290647259423647        3.7841681629539194E-002
   1.1933542505731130        4.7913949738183721        3.8577532476446533E-002
   1.1977698327836124        4.8066797091856426        3.8652720054460098E-002
   1.2041700647195872        4.8378189046446645        3.8249763130559909E-002
   1.2015092734811803        4.8238956688894117        3.7745309892726217E-002
   1.1989209007257833        4.8131931423388847        3.8527320683802713E-002
   1.1952054542841111        4.7981476019482256        3.8124651410936766E-002
   1.2046446977020062        4.8368300688925432        3.8114090264703242E-002
   1.1953808509115467        4.8006206991276130        3.7893451529803709E-002
   1.1981060031104462        4.8104130746041420        3.8564889437046238E-002
   1.2049680407249472        4.8387860457540395        3.8208839597162751E-002
   1.1930804730229709        4.7892977929582869        3.8499302915608394E-002
   1.2002373605643302        4.8206935989311219        3.7916169686406896E-002
   1.2016817118792360        4.8229242819141112        3.8908179155255150E-002
   1.2008676537927134        4.8238156547461930        3.8442379149840319E-002
   1.2002507107752463        4.8193250673616053        3.8507047745672783E-002
   1.1906291448848356        4.7787310173796360        3.8251028397390675E-002
   1.2021943009494058        4.8273700874635841        3.8508590663283736E-002
   1.1955622370784258        4.8009501841108193        3.8546198469702281E-002
   1.1864786722240235        4.7642921731287062        3.8497704812777041E-002
   1.1994047067783626        4.8157824321401712        3.9043152394958022E-002
   1.2010423869378211        4.8233607750382923        3.8198198318219884E-002
   1.2000626178283074        4.8179701567469353        3.9240049147768200E-002
   1.1936708988124802        4.7921204636343173        3.8898899346173195E-002
   1.2001949192515378        4.8207657758420508        3.8495336779112710E-002
   1.1978951929001043        4.8112793236734799        3.8867003799096266E-002
   1.1975248243413594        4.8088221938620936        3.8058321263307576E-002
   1.1990730851725340        4.8129487376029267        3.8316896216732281E-002
   1.2039591316711462        4.8370112207354481        3.7882265138042000E-002
   1.1839788402441358        4.7526303236955574        3.8942764941442116E-002
   1.1981354071918318        4.8108052603488884        3.8756200501624621E-002
   1.1772884839766020        4.7264620293746189        3.8559845131397978E-002
   1.1954633489495134        4.8015243560669765        3.9412602006602855E-002
   1.1887676408023844        4.7727101878814917        3.8956748285796546E-002
   1.2001834985130362        4.8198155983673727        3.8365612232071473E-002
   1.2047408282542740        4.8368722342271973        3.7954532273707681E-002
   1.2014098531765802        4.8225531067683924        3.7865754883703875E-002
   1.1979725366666341        4.8089577035302540        3.8508704433290970E-002
   1.1906416243672904        4.7796788932868743        3.8770192897340017E-002
   1.1928258066021364        4.7889750366364225        3.8938860458965510E-002
   1.1962088398198909        4.8012096512452160        3.8396274477761401E-002
   1.1866579661380676        4.7630358498082250        3.8891694961089580E-002
   1.1994473187812367        4.8140941950208420        3.8584149947199060E-002
   1.1883909046186949        4.7716598239016585        3.8902979538728025E-002
   1.1920403743942274        4.7839325259271384        3.8893502342302724E-002
   1.1922414691754646        4.7866986858310323        3.8637836639562370E-002
   1.1847217870499271        4.7568865330834100        3.8890306315156546E-002
   1.1960554933406857        4.8008390846770643        3.8988235465977288E-002
   1.1950414754347427        4.7998535424128166        3.8635494398910848E-002
   1.1908145431646553        4.7808532160664656        3.8971870707095062E-002
   1.1984287470842498        4.8125826148515118        3.8341663086721926E-002
   1.1866056247135885        4.7636946599710051        3.9061379472682484E-002
   1.1927575075299124        4.7885021902929941        3.8866620948946502E-002
   1.1927758321949360        4.7898774331068505        3.8976143690221503E-002
   1.1956734848480484        4.7979413386658560        3.8436552614485434E-002
   1.1931237579414631        4.7891576208667406        3.8602283276722563E-002
   1.1867167042922302        4.7644912961417436        3.8879676500838678E-002
   1.1966495064862146        4.8066532040835748        3.8839028157022511E-002
   1.1976658182220601        4.8098314774663207        3.8621596814836269E-002
   1.1950205410397390        4.7992754557948318        3.8644808539541199E-002
   1.2036250565138209        4.8337548244035551        3.8264447046910725E-002
   1.1959734333025800        4.8043040288943883        3.8952472209294563E-002
   1.2038684189906346        4.8352707375339987        3.8726866090216534E-002
   1.1905430218457873        4.7795005643968853        3.8517893531568315E-002
   1.2066891119825487        4.8468326299799509        3.8293510209441800E-002
   1.1934453406801357        4.7904886110425045        3.7978002527261960E-002
   1.1969259216903481        4.8068044941214829        3.8777365025086732E-002
   1.1999832023962904        4.8162132507724458        3.8665597791624533E-002
   1.1940530824700228        4.7919286743654670        3.8266267695282470E-002
   1.1910392480358412        4.7817495706336750        3.9544592781085262E-002
   1.1939920146168217        4.7950125924941540        3.8664868737736759E-002
   1.2075462901916934        4.8474363579843125        3.8101764960025999E-002
   1.1930095503440168        4.7904310584402161        3.8802960451485673E-002
   1.2012195083355679        4.8235675926882609        3.8953364392675008E-002
   1.1983229494986625        4.8121795995196246        3.8294178551864108E-002
   1.1994252669603891        4.8164324096065787        3.8251602657969820E-002
   1.2003009476899518        4.8205025301554079        3.8364525893719040E-002
   1.1954645106388877        4.7997219655908534        3.8836295336495547E-002
   1.1938659786688224        4.7924110504469004        3.8751501310766934E-002
   1.2019290369169713        4.8264846517107332        3.8539286983715573E-002
   1.1988865913403772        4.8140921478828416        3.9031949174002940E-002
   1.2015244952900788        4.8240803661891878        3.8820053946585061E-002
   1.1964168168795555        4.8040453208872309        3.8469572735655093E-002
   1.1939992519029730        4.7946529790879282        3.8730856588187673E-002
   1.1960697319555653        4.8020179541942838        3.9288662300069215E-002
   1.1939629532690177        4.7915406464523986        3.8872651415415280E-002
   1.1924304565680841        4.7870955215871538        3.8599248953424918E-002
   1.1988106748590643        4.8154988517904886        3.8514187318970522E-002
   1.2031201376987990        4.8300142146308680        3.8479965879103038E-002
   1.1999045121225740        4.8181400007916313        3.7925905230618444E-002
   1.2032576812453977        4.8309173267873327        3.8238971114350526E-002
   1.1971543424747448        4.8066243345550808        3.7902378637648705E-002
   1.1959685331368870        4.8000892574479570        3.8436898582573813E-002
   1.2021886854958386        4.8253335690538988        3.8926259142197182E-002
